-- --------------------------------------------------------------------------------------------------
-- - Cliente
-- --------------------------------------------------------------------------------------------------
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Torre Symondson', '255 601 2871', 'Male', '2019-04-05 08:51:33');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ertha Reddin', '831 357 0533', 'Polygender', '2019-01-21 18:08:14');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Kaylee MacAleese', '134 402 6594', 'Female', '2014-10-20 11:58:59');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Cord Costain', '120 588 1304', 'Male', '2023-04-04 14:01:38');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lewie Cashen', '533 966 2221', 'Male', '2017-07-30 17:42:18');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Debbi Danher', '246 857 4849', 'Female', '2023-07-03 18:17:45');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Julian Gay', '706 309 0984', 'Male', '2007-09-04 12:02:15');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ruttger Verrier', '229 309 8841', 'Male', '2014-08-30 20:42:25');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lyman Walling', '660 955 8646', 'Male', '2011-04-28 08:55:14');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Garrott Capstick', '465 934 2814', 'Male', '2017-08-18 22:20:27');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Edouard Fust', '274 773 2227', 'Male', '2012-08-21 08:45:59');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Quincy Howroyd', '619 415 9277', 'Male', '2014-06-28 09:59:05');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Chiarra Helstrom', '628 930 4337', 'Female', '2005-02-14 04:35:52');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Tymon Shetliff', '918 426 9493', 'Male', '2013-11-16 04:21:19');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Mohandas Ofener', '214 837 8107', 'Male', '2011-02-15 04:02:16');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Barbette Kissock', '315 898 5013', 'Female', '2005-11-17 21:12:48');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Cherilynn Roch', '825 101 1168', 'Female', '2023-10-12 08:35:09');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Irwin Hartfleet', '304 504 3593', 'Male', '2015-11-02 11:22:20');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Giusto Pepperell', '732 371 3031', 'Male', '2021-10-20 18:45:29');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Missie Weaver', '731 804 4623', 'Female', '2023-12-12 21:10:07');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ilka Dimberline', '907 327 6224', 'Female', '2020-10-03 20:40:06');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Bessy Begent', '366 855 4561', 'Female', '2015-08-06 02:26:49');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Jarib MacKnockiter', '566 859 0562', 'Male', '2010-06-17 22:50:25');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Jennie Besemer', '485 160 3023', 'Female', '2019-06-02 04:40:10');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Kally Dady', '975 211 5438', 'Female', '2017-08-23 16:47:29');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Elana Margeram', '142 639 0183', 'Female', '2011-12-26 23:32:48');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Salomi Fenton', '292 909 6066', 'Female', '2020-12-08 20:58:06');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Arnie Randles', '915 495 3173', 'Male', '2017-06-25 13:20:19');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gabbi Robelet', '190 290 9082', 'Female', '2018-12-20 14:48:39');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Beniamino Hutchence', '561 877 6614', 'Male', '2006-07-22 15:32:06');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gorden Larrett', '567 272 7073', 'Non-binary', '2013-09-13 22:16:21');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Jeralee Corhard', '447 461 9216', 'Female', '2024-04-11 13:49:55');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Deloria Curnnok', '720 809 9779', 'Female', '2011-03-06 12:21:28');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Eustacia Latch', '420 274 7838', 'Female', '2017-07-27 07:59:02');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Dulcia Honeyghan', '299 101 7989', 'Female', '2018-01-12 14:50:16');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Norris Scimone', '980 797 4759', 'Male', '2016-11-08 18:42:47');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Starla Cornu', '566 285 9631', 'Female', '2011-05-05 15:27:06');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Shannan Charrier', '805 689 4593', 'Male', '2017-05-02 22:35:32');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Terry Daymond', '351 443 1799', 'Male', '2009-05-10 01:59:25');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Pryce Rosellini', '862 803 7355', 'Male', '2005-03-01 03:37:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Reece Braizier', '803 508 5394', 'Male', '2018-12-09 06:38:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Mavra Bondley', '995 390 0508', 'Female', '2017-07-14 12:33:43');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Melinde Kilrow', '768 289 2879', 'Female', '2024-01-26 11:41:15');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Fredek Sparling', '287 727 4260', 'Male', '2004-10-21 03:08:28');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ritchie Innerstone', '815 832 0268', 'Agender', '2018-11-02 02:06:35');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Letisha Petruszka', '527 109 7004', 'Female', '2008-11-21 10:55:16');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Stafani Franz-Schoninger', '158 134 5043', 'Female', '2015-05-17 20:44:15');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Frazer Bartolomeoni', '421 868 1871', 'Agender', '2011-12-15 14:34:56');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Edan Crowcombe', '710 128 7963', 'Male', '2007-07-22 07:16:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Candi Wandless', '750 843 9530', 'Female', '2006-06-03 13:33:26');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Blisse Bousquet', '717 221 9884', 'Female', '2020-07-22 21:10:43');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Arv Fricker', '244 289 1360', 'Male', '2020-07-29 21:02:05');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('De Drivers', '433 778 4674', 'Female', '2005-12-08 23:17:59');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gibby Digance', '122 266 4066', 'Male', '2006-06-30 11:25:26');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Maurise Jerke', '638 488 9463', 'Female', '2020-09-17 12:24:36');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Julienne Scarlon', '748 545 7248', 'Female', '2008-11-24 08:21:32');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Maris Kitter', '303 767 4090', 'Female', '2013-02-06 03:22:36');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Toiboid Grigor', '623 364 9898', 'Male', '2015-11-30 07:36:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Chilton Zeal', '804 918 5154', 'Male', '2020-07-05 07:40:26');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Colene Matys', '295 202 5815', 'Female', '2021-12-12 14:46:10');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Crista Baudinet', '657 875 1044', 'Female', '2010-07-12 21:14:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Igor Retchford', '313 502 0176', 'Male', '2022-05-19 15:18:58');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Toiboid De Micoli', '239 659 1426', 'Male', '2007-05-10 12:47:26');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Der Ferfulle', '975 130 8607', 'Male', '2021-01-14 13:52:34');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Winfred McKearnen', '192 725 6355', 'Male', '2012-03-27 22:54:45');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Biddie Charge', '235 549 3022', 'Female', '2017-10-09 20:07:41');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Briana Andrzejowski', '562 737 6508', 'Female', '2004-11-25 10:11:08');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Reidar Crown', '931 932 4824', 'Male', '2008-05-21 11:47:37');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Zackariah O''Driscoll', '660 614 7875', 'Male', '2016-03-28 18:01:34');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lewie O''Scandall', '438 379 4779', 'Male', '2018-11-26 20:22:52');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Maridel Vannacci', '781 135 8010', 'Female', '2022-10-08 02:05:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Huberto Widger', '639 271 4940', 'Male', '2019-03-22 00:19:15');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Solomon Dangl', '455 948 0541', 'Agender', '2015-03-18 23:25:40');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Robby Seifert', '814 503 7802', 'Female', '2018-10-16 19:27:43');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Petronille Noore', '545 498 8651', 'Female', '2022-02-10 22:55:19');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Horton Plessing', '688 870 7642', 'Male', '2022-01-25 21:25:33');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gisele Bembrigg', '132 589 3666', 'Female', '2018-10-11 09:02:57');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Charlotta Trembath', '346 641 7412', 'Female', '2010-08-07 15:34:11');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Zared Nelson', '500 869 1511', 'Male', '2024-01-27 11:43:58');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lennard Quest', '317 715 4878', 'Male', '2019-04-06 14:19:07');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Cory Beachem', '111 859 7841', 'Male', '2017-09-10 14:25:56');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Filmore Exon', '385 650 2847', 'Male', '2022-03-18 06:32:54');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Horace Lepper', '271 367 2648', 'Male', '2016-01-26 12:02:20');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lauralee Belbin', '308 371 7378', 'Female', '2016-03-17 17:49:24');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Carola Hampson', '195 769 2036', 'Female', '2010-02-24 07:41:41');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Delinda Lyal', '170 645 1830', 'Female', '2005-11-29 05:35:42');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Danella Splevings', '873 269 3250', 'Female', '2022-09-03 21:27:17');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Lora Seavers', '713 889 9041', 'Female', '2007-12-17 10:18:21');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Opalina Onge', '918 136 1657', 'Female', '2010-09-11 03:57:50');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ferrell Croke', '343 965 2538', 'Male', '2024-03-27 01:06:47');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Wildon Fashion', '302 298 8155', 'Male', '2006-04-11 07:15:14');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Alysia Nind', '977 482 5065', 'Female', '2019-08-29 16:37:15');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gav Garnar', '276 264 8710', 'Agender', '2017-01-27 08:17:55');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Evan Jenman', '577 425 4096', 'Male', '2008-04-05 10:17:07');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ailina Meech', '948 117 4981', 'Female', '2015-02-10 22:05:32');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Tanitansy Hubner', '313 404 6073', 'Female', '2015-01-18 22:15:37');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Rory Norvell', '370 661 6152', 'Female', '2008-01-10 16:29:29');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Charmian Jamison', '437 188 5694', 'Female', '2005-11-01 06:52:55');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Maire D''Aeth', '918 285 7051', 'Female', '2007-01-26 03:02:42');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Ly Abrahamian', '307 206 1179', 'Male', '2021-09-26 09:04:32');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Myrna Gianilli', '152 969 0824', 'Female', '2011-05-13 00:30:37');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Wendeline Traite', '969 801 9014', 'Female', '2006-11-22 00:41:16');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Bertie Durrett', '996 260 9921', 'Male', '2008-09-25 13:32:29');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Vinny Minger', '271 491 5595', 'Agender', '2020-02-26 04:15:17');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Janie Steels', '187 114 6209', 'Female', '2018-08-10 22:04:54');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Danyette Linneman', '572 583 7260', 'Female', '2020-01-18 07:58:35');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Pippa Gillett', '951 834 5248', 'Non-binary', '2017-10-30 05:42:08');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Salim Bromage', '969 425 0672', 'Male', '2014-10-27 14:53:55');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Carma Fullalove', '557 302 1043', 'Female', '2019-03-27 19:48:10');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Fifine Spavon', '216 186 1266', 'Female', '2008-05-24 04:58:00');
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Gertrud Tomblings', '323 632 3759', 'Female', '2016-11-08 09:32:23');
